file_num,location,latitude,longitude,budget_usd,roof_area_m2,roof_length_m,roof_breadth_m,rate_plan,panel_brand,num_evs,num_people,num_daytime_occupants
79,La_Jolla,32.8328,-117.2713,15000,225,15,15,TOU_DR,REC Group,0,2,1
80,La_Jolla,32.8328,-117.2713,15000,225,15,15,TOU_DR,Canadian Solar,0,2,1
81,La_Jolla,32.8328,-117.2713,15000,225,15,15,TOU_DR,Aiko Solar,0,2,1
82,Oceanside,33.1959,-117.3795,5000,25,5,5,TOU_DR,REC Group,0,2,1
83,Oceanside,33.1959,-117.3795,5000,25,5,5,TOU_DR,Canadian Solar,0,2,1
84,Oceanside,33.1959,-117.3795,5000,25,5,5,TOU_DR,Aiko Solar,0,2,1
85,Oceanside,33.1959,-117.3795,10000,25,5,5,TOU_DR,REC Group,0,2,1
86,Oceanside,33.1959,-117.3795,10000,25,5,5,TOU_DR,Canadian Solar,0,2,1
87,Oceanside,33.1959,-117.3795,10000,25,5,5,TOU_DR,Aiko Solar,0,2,1
88,Oceanside,33.1959,-117.3795,15000,25,5,5,TOU_DR,REC Group,0,2,1
89,Oceanside,33.1959,-117.3795,15000,25,5,5,TOU_DR,Canadian Solar,0,2,1
90,Oceanside,33.1959,-117.3795,15000,25,5,5,TOU_DR,Aiko Solar,0,2,1
91,Oceanside,33.1959,-117.3795,5000,50,5,10,TOU_DR,REC Group,0,2,1
92,Oceanside,33.1959,-117.3795,5000,50,5,10,TOU_DR,Canadian Solar,0,2,1
93,Oceanside,33.1959,-117.3795,5000,50,5,10,TOU_DR,Aiko Solar,0,2,1
94,Oceanside,33.1959,-117.3795,10000,50,5,10,TOU_DR,REC Group,0,2,1
95,Oceanside,33.1959,-117.3795,10000,50,5,10,TOU_DR,Canadian Solar,0,2,1
96,Oceanside,33.1959,-117.3795,10000,50,5,10,TOU_DR,Aiko Solar,0,2,1
97,Oceanside,33.1959,-117.3795,15000,50,5,10,TOU_DR,REC Group,0,2,1
98,Oceanside,33.1959,-117.3795,15000,50,5,10,TOU_DR,Canadian Solar,0,2,1
99,Oceanside,33.1959,-117.3795,15000,50,5,10,TOU_DR,Aiko Solar,0,2,1
100,Oceanside,33.1959,-117.3795,5000,75,5,15,TOU_DR,REC Group,0,2,1
101,Oceanside,33.1959,-117.3795,5000,75,5,15,TOU_DR,Canadian Solar,0,2,1
102,Oceanside,33.1959,-117.3795,5000,75,5,15,TOU_DR,Aiko Solar,0,2,1
103,Oceanside,33.1959,-117.3795,10000,75,5,15,TOU_DR,REC Group,0,2,1
104,Oceanside,33.1959,-117.3795,10000,75,5,15,TOU_DR,Canadian Solar,0,2,1
105,Oceanside,33.1959,-117.3795,10000,75,5,15,TOU_DR,Aiko Solar,0,2,1
106,Oceanside,33.1959,-117.3795,15000,75,5,15,TOU_DR,REC Group,0,2,1
107,Oceanside,33.1959,-117.3795,15000,75,5,15,TOU_DR,Canadian Solar,0,2,1
108,Oceanside,33.1959,-117.3795,15000,75,5,15,TOU_DR,Aiko Solar,0,2,1
109,Oceanside,33.1959,-117.3795,5000,50,10,5,TOU_DR,REC Group,0,2,1
110,Oceanside,33.1959,-117.3795,5000,50,10,5,TOU_DR,Canadian Solar,0,2,1
111,Oceanside,33.1959,-117.3795,5000,50,10,5,TOU_DR,Aiko Solar,0,2,1
112,Oceanside,33.1959,-117.3795,10000,50,10,5,TOU_DR,REC Group,0,2,1
113,Oceanside,33.1959,-117.3795,10000,50,10,5,TOU_DR,Canadian Solar,0,2,1
114,Oceanside,33.1959,-117.3795,10000,50,10,5,TOU_DR,Aiko Solar,0,2,1
115,Oceanside,33.1959,-117.3795,15000,50,10,5,TOU_DR,REC Group,0,2,1
116,Oceanside,33.1959,-117.3795,15000,50,10,5,TOU_DR,Canadian Solar,0,2,1
117,Oceanside,33.1959,-117.3795,15000,50,10,5,TOU_DR,Aiko Solar,0,2,1
118,Oceanside,33.1959,-117.3795,5000,100,10,10,TOU_DR,REC Group,0,2,1
119,Oceanside,33.1959,-117.3795,5000,100,10,10,TOU_DR,Canadian Solar,0,2,1
120,Oceanside,33.1959,-117.3795,5000,100,10,10,TOU_DR,Aiko Solar,0,2,1
121,Oceanside,33.1959,-117.3795,10000,100,10,10,TOU_DR,REC Group,0,2,1
122,Oceanside,33.1959,-117.3795,10000,100,10,10,TOU_DR,Canadian Solar,0,2,1
123,Oceanside,33.1959,-117.3795,10000,100,10,10,TOU_DR,Aiko Solar,0,2,1
124,Oceanside,33.1959,-117.3795,15000,100,10,10,TOU_DR,REC Group,0,2,1
125,Oceanside,33.1959,-117.3795,15000,100,10,10,TOU_DR,Canadian Solar,0,2,1
126,Oceanside,33.1959,-117.3795,15000,100,10,10,TOU_DR,Aiko Solar,0,2,1
127,Oceanside,33.1959,-117.3795,5000,150,10,15,TOU_DR,REC Group,0,2,1
128,Oceanside,33.1959,-117.3795,5000,150,10,15,TOU_DR,Canadian Solar,0,2,1
129,Oceanside,33.1959,-117.3795,5000,150,10,15,TOU_DR,Aiko Solar,0,2,1
130,Oceanside,33.1959,-117.3795,10000,150,10,15,TOU_DR,REC Group,0,2,1
131,Oceanside,33.1959,-117.3795,10000,150,10,15,TOU_DR,Canadian Solar,0,2,1
132,Oceanside,33.1959,-117.3795,10000,150,10,15,TOU_DR,Aiko Solar,0,2,1
133,Oceanside,33.1959,-117.3795,15000,150,10,15,TOU_DR,REC Group,0,2,1
134,Oceanside,33.1959,-117.3795,15000,150,10,15,TOU_DR,Canadian Solar,0,2,1
135,Oceanside,33.1959,-117.3795,15000,150,10,15,TOU_DR,Aiko Solar,0,2,1
136,Oceanside,33.1959,-117.3795,5000,75,15,5,TOU_DR,REC Group,0,2,1
137,Oceanside,33.1959,-117.3795,5000,75,15,5,TOU_DR,Canadian Solar,0,2,1
138,Oceanside,33.1959,-117.3795,5000,75,15,5,TOU_DR,Aiko Solar,0,2,1
139,Oceanside,33.1959,-117.3795,10000,75,15,5,TOU_DR,REC Group,0,2,1
140,Oceanside,33.1959,-117.3795,10000,75,15,5,TOU_DR,Canadian Solar,0,2,1
141,Oceanside,33.1959,-117.3795,10000,75,15,5,TOU_DR,Aiko Solar,0,2,1
142,Oceanside,33.1959,-117.3795,15000,75,15,5,TOU_DR,REC Group,0,2,1
143,Oceanside,33.1959,-117.3795,15000,75,15,5,TOU_DR,Canadian Solar,0,2,1
144,Oceanside,33.1959,-117.3795,15000,75,15,5,TOU_DR,Aiko Solar,0,2,1
145,Oceanside,33.1959,-117.3795,5000,150,15,10,TOU_DR,REC Group,0,2,1
146,Oceanside,33.1959,-117.3795,5000,150,15,10,TOU_DR,Canadian Solar,0,2,1
147,Oceanside,33.1959,-117.3795,5000,150,15,10,TOU_DR,Aiko Solar,0,2,1
148,Oceanside,33.1959,-117.3795,10000,150,15,10,TOU_DR,REC Group,0,2,1
149,Oceanside,33.1959,-117.3795,10000,150,15,10,TOU_DR,Canadian Solar,0,2,1
150,Oceanside,33.1959,-117.3795,10000,150,15,10,TOU_DR,Aiko Solar,0,2,1
151,Oceanside,33.1959,-117.3795,15000,150,15,10,TOU_DR,REC Group,0,2,1
152,Oceanside,33.1959,-117.3795,15000,150,15,10,TOU_DR,Canadian Solar,0,2,1
153,Oceanside,33.1959,-117.3795,15000,150,15,10,TOU_DR,Aiko Solar,0,2,1
154,Oceanside,33.1959,-117.3795,5000,225,15,15,TOU_DR,REC Group,0,2,1
155,Oceanside,33.1959,-117.3795,5000,225,15,15,TOU_DR,Canadian Solar,0,2,1
156,Oceanside,33.1959,-117.3795,5000,225,15,15,TOU_DR,Aiko Solar,0,2,1
157,Oceanside,33.1959,-117.3795,10000,225,15,15,TOU_DR,REC Group,0,2,1
158,Oceanside,33.1959,-117.3795,10000,225,15,15,TOU_DR,Canadian Solar,0,2,1
159,Oceanside,33.1959,-117.3795,10000,225,15,15,TOU_DR,Aiko Solar,0,2,1
160,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,REC Group,0,2,1
161,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,Canadian Solar,0,2,1
162,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,Aiko Solar,0,2,1
163,Coronado,32.6859,-117.1831,5000,25,5,5,TOU_DR,REC Group,0,2,1
164,Coronado,32.6859,-117.1831,5000,25,5,5,TOU_DR,Canadian Solar,0,2,1
165,Coronado,32.6859,-117.1831,5000,25,5,5,TOU_DR,Aiko Solar,0,2,1
166,Coronado,32.6859,-117.1831,10000,25,5,5,TOU_DR,REC Group,0,2,1
167,Coronado,32.6859,-117.1831,10000,25,5,5,TOU_DR,Canadian Solar,0,2,1
168,Coronado,32.6859,-117.1831,10000,25,5,5,TOU_DR,Aiko Solar,0,2,1
169,Coronado,32.6859,-117.1831,15000,25,5,5,TOU_DR,REC Group,0,2,1
170,Coronado,32.6859,-117.1831,15000,25,5,5,TOU_DR,Canadian Solar,0,2,1
171,Coronado,32.6859,-117.1831,15000,25,5,5,TOU_DR,Aiko Solar,0,2,1
172,Coronado,32.6859,-117.1831,5000,50,5,10,TOU_DR,REC Group,0,2,1
173,Coronado,32.6859,-117.1831,5000,50,5,10,TOU_DR,Canadian Solar,0,2,1
174,Coronado,32.6859,-117.1831,5000,50,5,10,TOU_DR,Aiko Solar,0,2,1
175,Coronado,32.6859,-117.1831,10000,50,5,10,TOU_DR,REC Group,0,2,1
176,Coronado,32.6859,-117.1831,10000,50,5,10,TOU_DR,Canadian Solar,0,2,1
177,Coronado,32.6859,-117.1831,10000,50,5,10,TOU_DR,Aiko Solar,0,2,1
178,Coronado,32.6859,-117.1831,15000,50,5,10,TOU_DR,REC Group,0,2,1
179,Coronado,32.6859,-117.1831,15000,50,5,10,TOU_DR,Canadian Solar,0,2,1
180,Coronado,32.6859,-117.1831,15000,50,5,10,TOU_DR,Aiko Solar,0,2,1
181,Coronado,32.6859,-117.1831,5000,75,5,15,TOU_DR,REC Group,0,2,1
182,Coronado,32.6859,-117.1831,5000,75,5,15,TOU_DR,Canadian Solar,0,2,1
183,Coronado,32.6859,-117.1831,5000,75,5,15,TOU_DR,Aiko Solar,0,2,1
184,Coronado,32.6859,-117.1831,10000,75,5,15,TOU_DR,REC Group,0,2,1
185,Coronado,32.6859,-117.1831,10000,75,5,15,TOU_DR,Canadian Solar,0,2,1
186,Coronado,32.6859,-117.1831,10000,75,5,15,TOU_DR,Aiko Solar,0,2,1
187,Coronado,32.6859,-117.1831,15000,75,5,15,TOU_DR,REC Group,0,2,1
188,Coronado,32.6859,-117.1831,15000,75,5,15,TOU_DR,Canadian Solar,0,2,1
189,Coronado,32.6859,-117.1831,15000,75,5,15,TOU_DR,Aiko Solar,0,2,1
190,Coronado,32.6859,-117.1831,5000,50,10,5,TOU_DR,REC Group,0,2,1
191,Coronado,32.6859,-117.1831,5000,50,10,5,TOU_DR,Canadian Solar,0,2,1
192,Coronado,32.6859,-117.1831,5000,50,10,5,TOU_DR,Aiko Solar,0,2,1
193,Coronado,32.6859,-117.1831,10000,50,10,5,TOU_DR,REC Group,0,2,1
194,Coronado,32.6859,-117.1831,10000,50,10,5,TOU_DR,Canadian Solar,0,2,1
195,Coronado,32.6859,-117.1831,10000,50,10,5,TOU_DR,Aiko Solar,0,2,1
196,Coronado,32.6859,-117.1831,15000,50,10,5,TOU_DR,REC Group,0,2,1
197,Coronado,32.6859,-117.1831,15000,50,10,5,TOU_DR,Canadian Solar,0,2,1
198,Coronado,32.6859,-117.1831,15000,50,10,5,TOU_DR,Aiko Solar,0,2,1
199,Coronado,32.6859,-117.1831,5000,100,10,10,TOU_DR,REC Group,0,2,1
200,Coronado,32.6859,-117.1831,5000,100,10,10,TOU_DR,Canadian Solar,0,2,1
201,Coronado,32.6859,-117.1831,5000,100,10,10,TOU_DR,Aiko Solar,0,2,1
202,Coronado,32.6859,-117.1831,10000,100,10,10,TOU_DR,REC Group,0,2,1
203,Coronado,32.6859,-117.1831,10000,100,10,10,TOU_DR,Canadian Solar,0,2,1
204,Coronado,32.6859,-117.1831,10000,100,10,10,TOU_DR,Aiko Solar,0,2,1
205,Coronado,32.6859,-117.1831,15000,100,10,10,TOU_DR,REC Group,0,2,1
206,Coronado,32.6859,-117.1831,15000,100,10,10,TOU_DR,Canadian Solar,0,2,1
207,Coronado,32.6859,-117.1831,15000,100,10,10,TOU_DR,Aiko Solar,0,2,1
208,Coronado,32.6859,-117.1831,5000,150,10,15,TOU_DR,REC Group,0,2,1
209,Coronado,32.6859,-117.1831,5000,150,10,15,TOU_DR,Canadian Solar,0,2,1
210,Coronado,32.6859,-117.1831,5000,150,10,15,TOU_DR,Aiko Solar,0,2,1
211,Coronado,32.6859,-117.1831,10000,150,10,15,TOU_DR,REC Group,0,2,1
212,Coronado,32.6859,-117.1831,10000,150,10,15,TOU_DR,Canadian Solar,0,2,1
213,Coronado,32.6859,-117.1831,10000,150,10,15,TOU_DR,Aiko Solar,0,2,1
214,Coronado,32.6859,-117.1831,15000,150,10,15,TOU_DR,REC Group,0,2,1
215,Coronado,32.6859,-117.1831,15000,150,10,15,TOU_DR,Canadian Solar,0,2,1
216,Coronado,32.6859,-117.1831,15000,150,10,15,TOU_DR,Aiko Solar,0,2,1
217,Coronado,32.6859,-117.1831,5000,75,15,5,TOU_DR,REC Group,0,2,1
218,Coronado,32.6859,-117.1831,5000,75,15,5,TOU_DR,Canadian Solar,0,2,1
219,Coronado,32.6859,-117.1831,5000,75,15,5,TOU_DR,Aiko Solar,0,2,1
220,Coronado,32.6859,-117.1831,10000,75,15,5,TOU_DR,REC Group,0,2,1
221,Coronado,32.6859,-117.1831,10000,75,15,5,TOU_DR,Canadian Solar,0,2,1
222,Coronado,32.6859,-117.1831,10000,75,15,5,TOU_DR,Aiko Solar,0,2,1
223,Coronado,32.6859,-117.1831,15000,75,15,5,TOU_DR,REC Group,0,2,1
224,Coronado,32.6859,-117.1831,15000,75,15,5,TOU_DR,Canadian Solar,0,2,1
225,Coronado,32.6859,-117.1831,15000,75,15,5,TOU_DR,Aiko Solar,0,2,1
226,Coronado,32.6859,-117.1831,5000,150,15,10,TOU_DR,REC Group,0,2,1
227,Coronado,32.6859,-117.1831,5000,150,15,10,TOU_DR,Canadian Solar,0,2,1
228,Coronado,32.6859,-117.1831,5000,150,15,10,TOU_DR,Aiko Solar,0,2,1
229,Coronado,32.6859,-117.1831,10000,150,15,10,TOU_DR,REC Group,0,2,1
230,Coronado,32.6859,-117.1831,10000,150,15,10,TOU_DR,Canadian Solar,0,2,1
231,Coronado,32.6859,-117.1831,10000,150,15,10,TOU_DR,Aiko Solar,0,2,1
232,Coronado,32.6859,-117.1831,15000,150,15,10,TOU_DR,REC Group,0,2,1
233,Coronado,32.6859,-117.1831,15000,150,15,10,TOU_DR,Canadian Solar,0,2,1
234,Coronado,32.6859,-117.1831,15000,150,15,10,TOU_DR,Aiko Solar,0,2,1
235,Coronado,32.6859,-117.1831,5000,225,15,15,TOU_DR,REC Group,0,2,1
236,Coronado,32.6859,-117.1831,5000,225,15,15,TOU_DR,Canadian Solar,0,2,1
237,Coronado,32.6859,-117.1831,5000,225,15,15,TOU_DR,Aiko Solar,0,2,1
238,Coronado,32.6859,-117.1831,10000,225,15,15,TOU_DR,REC Group,0,2,1
239,Coronado,32.6859,-117.1831,10000,225,15,15,TOU_DR,Canadian Solar,0,2,1
240,Coronado,32.6859,-117.1831,10000,225,15,15,TOU_DR,Aiko Solar,0,2,1
241,Coronado,32.6859,-117.1831,15000,225,15,15,TOU_DR,REC Group,0,2,1
242,Coronado,32.6859,-117.1831,15000,225,15,15,TOU_DR,Canadian Solar,0,2,1
243,Coronado,32.6859,-117.1831,15000,225,15,15,TOU_DR,Aiko Solar,0,2,1
159,Oceanside,33.1959,-117.3795,10000,225,15,15,TOU_DR,Aiko Solar,0,2,1
159,Oceanside,33.1959,-117.3795,10000,225,15,15,TOU_DR,Aiko Solar,0,2,1
160,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,REC Group,0,2,1
161,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,Canadian Solar,0,2,1
158,Oceanside,33.1959,-117.3795,10000,225,15,15,TOU_DR,Canadian Solar,0,2,1
159,Oceanside,33.1959,-117.3795,10000,225,15,15,TOU_DR,Aiko Solar,0,2,1
160,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,REC Group,0,2,1
161,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,Canadian Solar,0,2,1
162,Oceanside,33.1959,-117.3795,15000,225,15,15,TOU_DR,Aiko Solar,0,2,1
163,Coronado,32.6859,-117.1831,5000,25,5,5,TOU_DR,REC Group,0,2,1
164,Coronado,32.6859,-117.1831,5000,25,5,5,TOU_DR,Canadian Solar,0,2,1
165,Coronado,32.6859,-117.1831,5000,25,5,5,TOU_DR,Aiko Solar,0,2,1
166,Coronado,32.6859,-117.1831,10000,25,5,5,TOU_DR,REC Group,0,2,1
167,Coronado,32.6859,-117.1831,10000,25,5,5,TOU_DR,Canadian Solar,0,2,1
168,Coronado,32.6859,-117.1831,10000,25,5,5,TOU_DR,Aiko Solar,0,2,1
169,Coronado,32.6859,-117.1831,15000,25,5,5,TOU_DR,REC Group,0,2,1
170,Coronado,32.6859,-117.1831,15000,25,5,5,TOU_DR,Canadian Solar,0,2,1
171,Coronado,32.6859,-117.1831,15000,25,5,5,TOU_DR,Aiko Solar,0,2,1
172,Coronado,32.6859,-117.1831,5000,50,5,10,TOU_DR,REC Group,0,2,1
173,Coronado,32.6859,-117.1831,5000,50,5,10,TOU_DR,Canadian Solar,0,2,1
174,Coronado,32.6859,-117.1831,5000,50,5,10,TOU_DR,Aiko Solar,0,2,1
175,Coronado,32.6859,-117.1831,10000,50,5,10,TOU_DR,REC Group,0,2,1
176,Coronado,32.6859,-117.1831,10000,50,5,10,TOU_DR,Canadian Solar,0,2,1
177,Coronado,32.6859,-117.1831,10000,50,5,10,TOU_DR,Aiko Solar,0,2,1
178,Coronado,32.6859,-117.1831,15000,50,5,10,TOU_DR,REC Group,0,2,1
179,Coronado,32.6859,-117.1831,15000,50,5,10,TOU_DR,Canadian Solar,0,2,1
180,Coronado,32.6859,-117.1831,15000,50,5,10,TOU_DR,Aiko Solar,0,2,1
181,Coronado,32.6859,-117.1831,5000,75,5,15,TOU_DR,REC Group,0,2,1
182,Coronado,32.6859,-117.1831,5000,75,5,15,TOU_DR,Canadian Solar,0,2,1
183,Coronado,32.6859,-117.1831,5000,75,5,15,TOU_DR,Aiko Solar,0,2,1
184,Coronado,32.6859,-117.1831,10000,75,5,15,TOU_DR,REC Group,0,2,1
185,Coronado,32.6859,-117.1831,10000,75,5,15,TOU_DR,Canadian Solar,0,2,1
186,Coronado,32.6859,-117.1831,10000,75,5,15,TOU_DR,Aiko Solar,0,2,1
187,Coronado,32.6859,-117.1831,15000,75,5,15,TOU_DR,REC Group,0,2,1
188,Coronado,32.6859,-117.1831,15000,75,5,15,TOU_DR,Canadian Solar,0,2,1
189,Coronado,32.6859,-117.1831,15000,75,5,15,TOU_DR,Aiko Solar,0,2,1
190,Coronado,32.6859,-117.1831,5000,50,10,5,TOU_DR,REC Group,0,2,1
191,Coronado,32.6859,-117.1831,5000,50,10,5,TOU_DR,Canadian Solar,0,2,1
192,Coronado,32.6859,-117.1831,5000,50,10,5,TOU_DR,Aiko Solar,0,2,1
193,Coronado,32.6859,-117.1831,10000,50,10,5,TOU_DR,REC Group,0,2,1
194,Coronado,32.6859,-117.1831,10000,50,10,5,TOU_DR,Canadian Solar,0,2,1
195,Coronado,32.6859,-117.1831,10000,50,10,5,TOU_DR,Aiko Solar,0,2,1
196,Coronado,32.6859,-117.1831,15000,50,10,5,TOU_DR,REC Group,0,2,1
197,Coronado,32.6859,-117.1831,15000,50,10,5,TOU_DR,Canadian Solar,0,2,1
198,Coronado,32.6859,-117.1831,15000,50,10,5,TOU_DR,Aiko Solar,0,2,1
199,Coronado,32.6859,-117.1831,5000,100,10,10,TOU_DR,REC Group,0,2,1
